Serial,Team Lead,Operator,Start,Finish,Host Serial,Index,Passed,Time,Firmware Test,MAC,Time.1,Serial Test,Time.2,Self-Test Test,Result,Unloaded3V3,Loaded3V3,Unloaded6V,Loaded6V,T1Freq,T1Cur,T2Freq,T2Cur,TDFreq,C1Freq,C2Freq,Time.3,Program Test,Time.4,Batch Test,Time.5,Bluetooth Test,RSSI,MAC.1,Time.6,LED Test,CurrentBase,CurrentG,CurrentR,Time.7,Button Test,Time.8,Metadata Test,Test Type,Version,Component,Batch,Sponsorship,Expiry,Firmware,Description,Time.9
101010820,SJAMESON,KMANE,2021-08-06T10:03:20.6607514+10:00,2021-08-06T10:03:36.8605428+10:00,682051906,2,True,16199,True,CF:9A:7C:FB:28:B6,2164,True,0.0,True,0.0,3125.0,2983.0,5940.0,4868.0,10911.0,3189.0,6718.0,2058.0,333.0,6623.0,6710.0,140.0,True,7442.0,True,2412.0,True,-51.0,CF:9A:7C:FB:28:B6,1686.0,True,3294.0,4950.0,5159.0,795.0,True,614.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,939.0
101010821,SJAMESON,KMANE,2021-08-06T10:04:02.7278048+10:00,2021-08-06T10:04:17.3869763+10:00,682051906,2,True,14659,True,CC:B7:57:6A:19:EB,1200,True,0.0,True,0.0,3124.0,2995.0,5934.0,4905.0,7703.0,3211.0,11098.0,2053.0,333.0,7232.0,7398.0,8.0,True,7520.0,True,2415.0,True,-54.0,CC:B7:57:6A:19:EB,1351.0,True,3250.0,5035.0,5066.0,902.0,True,614.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,643.0
101010822,SJAMESON,KMANE,2021-08-06T10:07:18.7170788+10:00,2021-08-06T10:07:32.9029166+10:00,682630989,1,True,14185,True,C3:22:E4:46:94:6B,1810,True,0.0,True,0.0,3128.0,2974.0,5892.0,4868.0,9570.0,3211.0,11800.0,2048.0,445.0,8659.0,8779.0,48.0,True,7453.0,True,2289.0,True,-53.0,C3:22:E4:46:94:6B,715.0,True,3475.0,5060.0,5212.0,634.0,True,618.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,612.0
101010823,SJAMESON,KMANE,2021-08-06T10:09:47.4181030+10:00,2021-08-06T10:10:02.7036940+10:00,682581923,3,True,15285,True,CF:AF:0F:FC:66:77,1910,True,0.0,True,0.0,3119.0,2954.0,5886.0,4814.0,5900.0,3206.0,11023.0,1989.0,179.0,6454.0,6709.0,16.0,True,7463.0,True,2414.0,True,-52.0,CF:AF:0F:FC:66:77,1747.0,True,3203.0,4850.0,5007.0,465.0,True,614.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,644.0
101010824,SJAMESON,KMANE,2021-08-06T10:05:21.1985962+10:00,2021-08-06T10:05:35.8239677+10:00,682581923,3,True,14625,True,C7:C3:13:2E:49:F9,2116,True,0.0,True,0.0,3113.0,2921.0,5838.0,4712.0,9353.0,3157.0,10516.0,2042.0,140.0,6227.0,6749.0,14.0,True,7396.0,True,2411.0,True,-53.0,C7:C3:13:2E:49:F9,1209.0,True,3076.0,4929.0,5366.0,205.0,True,623.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,642.0
101010825,SJAMESON,KMANE,2021-08-06T10:05:45.9373229+10:00,2021-08-06T10:06:00.1181889+10:00,682449290,4,True,14180,True,D0:27:62:85:EC:DC,1710,True,0.0,True,0.0,3139.0,2968.0,6010.0,4846.0,10413.0,3232.0,10451.0,2101.0,726.0,7401.0,9590.0,15.0,True,7588.0,True,2310.0,True,-52.0,D0:27:62:85:EC:DC,1173.0,True,3323.0,4918.0,5114.0,159.0,True,607.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,611.0
101010826,SJAMESON,KMANE,2021-08-06T10:26:41.1282572+10:00,2021-08-06T10:26:55.4447658+10:00,682051906,2,True,14316,True,D2:38:AF:B4:42:CA,1826,True,0.0,True,0.0,3129.0,2977.0,5929.0,4841.0,8882.0,3216.0,11683.0,2053.0,478.0,8197.0,7837.0,9.0,True,7499.0,True,2331.0,True,-52.0,D2:38:AF:B4:42:CA,789.0,True,3305.0,5016.0,5021.0,632.0,True,613.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,609.0
101010828,SJAMESON,KMANE,2021-08-06T10:12:04.2837482+10:00,2021-08-06T10:12:18.3371997+10:00,682449290,4,True,14053,True,DA:8E:84:5C:9F:DA,1783,True,0.0,True,0.0,3133.0,2991.0,6004.0,4884.0,7316.0,3157.0,11234.0,2064.0,619.0,7806.0,8599.0,7.0,True,7402.0,True,2295.0,True,-52.0,DA:8E:84:5C:9F:DA,993.0,True,3233.0,4897.0,5033.0,338.0,True,615.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,613.0
101010829,SJAMESON,KMANE,2021-08-06T10:27:55.3891316+10:00,2021-08-06T10:28:09.7758077+10:00,682581923,3,True,14386,True,D0:5A:33:88:9F:89,1757,True,0.0,True,0.0,3102.0,2938.0,5865.0,4755.0,7050.0,3168.0,10089.0,2048.0,166.0,7208.0,7711.0,54.0,True,7708.0,True,2292.0,True,-52.0,D0:5A:33:88:9F:89,894.0,True,3150.0,4812.0,5235.0,454.0,True,607.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,613.0
101010830,SJAMESON,KMANE,2021-08-06T10:27:49.0374696+10:00,2021-08-06T10:28:03.3718275+10:00,682630989,1,True,14334,True,E6:17:53:6B:E6:85,1923,True,0.0,True,0.0,3140.0,2991.0,5929.0,4819.0,6810.0,3168.0,10405.0,2064.0,370.0,8302.0,7772.0,51.0,True,7527.0,True,2480.0,True,-53.0,E6:17:53:6B:E6:85,650.0,True,3558.0,4924.0,5008.0,439.0,True,611.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,645.0
101010831,SJAMESON,KMANE,2021-08-06T10:07:25.2487669+10:00,2021-08-06T10:07:39.4368578+10:00,682581923,3,True,14188,True,D8:66:2F:41:61:AF,1765,True,0.0,True,0.0,3096.0,2905.0,5876.0,4755.0,9210.0,3275.0,9722.0,2101.0,777.0,6792.0,7394.0,18.0,True,7420.0,True,2326.0,True,-53.0,D8:66:2F:41:61:AF,1063.0,True,3205.0,4839.0,4966.0,348.0,True,628.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,613.0
101010832,SJAMESON,KMANE,2021-08-06T10:31:41.8773431+10:00,2021-08-06T10:31:56.6647761+10:00,682630989,1,True,14787,True,F5:CF:97:77:14:C8,1985,True,0.0,True,0.0,3087.0,2890.0,5784.0,4589.0,4923.0,3152.0,9043.0,1989.0,79.0,6824.0,7074.0,24.0,True,7376.0,True,2419.0,True,-53.0,F5:CF:97:77:14:C8,1290.0,True,3167.0,5109.0,5209.0,422.0,True,619.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,644.0
101010833,SJAMESON,KMANE,2021-08-06T10:08:38.5284500+10:00,2021-08-06T10:08:53.3006841+10:00,682630989,1,True,14772,True,E4:FE:49:37:7E:F5,1803,True,0.0,True,0.0,3145.0,3004.0,5983.0,4932.0,6183.0,3216.0,8240.0,2080.0,324.0,7671.0,7388.0,54.0,True,7600.0,True,2316.0,True,-55.0,E4:FE:49:37:7E:F5,1527.0,True,3251.0,5027.0,5029.0,238.0,True,608.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,612.0
101010834,SJAMESON,KMANE,2021-08-06T10:04:31.9911443+10:00,2021-08-06T10:04:45.6412220+10:00,682449290,4,True,13650,True,D1:05:0A:39:01:6C,1726,True,0.0,True,0.0,3100.0,2917.0,5859.0,4680.0,6185.0,3120.0,10563.0,1989.0,205.0,6558.0,7080.0,49.0,True,7506.0,True,1844.0,True,-52.0,D1:05:0A:39:01:6C,1104.0,True,3151.0,4790.0,4932.0,154.0,True,616.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,643.0
101010835,SJAMESON,KMANE,2021-08-06T10:18:35.6268772+10:00,2021-08-06T10:18:49.7849550+10:00,682630989,1,True,14158,True,EB:40:FD:AF:81:EE,1807,True,0.0,True,0.0,3113.0,2968.0,5886.0,4787.0,7892.0,3168.0,9430.0,1994.0,277.0,7658.0,8174.0,50.0,True,7395.0,True,2398.0,True,-53.0,EB:40:FD:AF:81:EE,816.0,True,3242.0,5066.0,5225.0,429.0,True,612.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,641.0
101010836,SJAMESON,KMANE,2021-08-06T10:31:06.5659803+10:00,2021-08-06T10:31:21.0077743+10:00,682630989,1,True,14441,True,E2:50:BE:72:E8:6A,1897,True,0.0,True,0.0,3110.0,2938.0,5886.0,4760.0,6220.0,3179.0,11335.0,2037.0,231.0,7075.0,6996.0,56.0,True,7540.0,True,2347.0,True,-52.0,E2:50:BE:72:E8:6A,1169.0,True,3230.0,4939.0,5107.0,205.0,True,609.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,610.0
101010838,SJAMESON,KMANE,2021-08-06T10:06:30.7457735+10:00,2021-08-06T10:06:45.1662864+10:00,682581923,3,True,14420,True,DC:D2:E6:77:3D:CF,1959,True,0.0,True,0.0,3064.0,2792.0,5806.0,4498.0,9522.0,3281.0,8008.0,2048.0,299.0,6975.0,7697.0,6.0,True,7538.0,True,2393.0,True,-53.0,DC:D2:E6:77:3D:CF,1098.0,True,3076.0,4772.0,4899.0,153.0,True,622.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,642.0
101010839,SJAMESON,KMANE,2021-08-06T10:10:03.6772428+10:00,2021-08-06T10:10:18.0579353+10:00,682051906,2,True,14380,True,EE:F4:85:52:B8:79,1846,True,0.0,True,0.0,3130.0,2983.0,5902.0,4841.0,7410.0,3227.0,10028.0,2058.0,555.0,8461.0,8811.0,49.0,True,7468.0,True,2345.0,True,-52.0,EE:F4:85:52:B8:79,1224.0,True,3289.0,5005.0,5155.0,210.0,True,609.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,621.0
101010841,SJAMESON,KMANE,2021-08-06T10:13:27.8319520+10:00,2021-08-06T10:13:43.2727730+10:00,682449290,4,True,15440,True,E8:7D:75:DB:35:78,1881,True,0.0,True,0.0,3112.0,2962.0,5833.0,4739.0,11090.0,3163.0,8839.0,1962.0,112.0,8366.0,8084.0,59.0,True,7447.0,True,2280.0,True,-52.0,E8:7D:75:DB:35:78,1697.0,True,3200.0,4901.0,5058.0,828.0,True,627.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,612.0
101010845,SJAMESON,KMANE,2021-08-06T10:10:43.8292075+10:00,2021-08-06T10:10:58.1446676+10:00,682581923,3,True,14315,True,ED:E9:9D:D5:AE:CA,1746,True,0.0,True,0.0,3041.0,2739.0,5758.0,4380.0,4916.0,3281.0,9796.0,2069.0,579.0,7230.0,7158.0,49.0,True,7528.0,True,2290.0,True,-52.0,ED:E9:9D:D5:AE:CA,1291.0,True,3071.0,4812.0,5009.0,182.0,True,607.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,613.0
101010846,SJAMESON,KMANE,2021-08-06T10:11:50.5914093+10:00,2021-08-06T10:12:04.8688623+10:00,682581923,3,True,14277,True,D0:50:BA:A7:DA:D8,1861,True,0.0,True,0.0,3116.0,2969.0,5870.0,4809.0,4900.0,3195.0,10163.0,2021.0,331.0,8136.0,8304.0,52.0,True,7531.0,True,2400.0,True,-52.0,D0:50:BA:A7:DA:D8,722.0,True,3244.0,4852.0,4948.0,449.0,True,612.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,643.0
101010847,SJAMESON,KMANE,2021-08-06T10:25:45.0674211+10:00,2021-08-06T10:25:59.0645055+10:00,682630989,1,True,13997,True,DD:2D:87:53:9E:28,1922,True,0.0,True,0.0,3130.0,2979.0,5913.0,4884.0,9771.0,3356.0,11302.0,2053.0,634.0,6505.0,7096.0,16.0,True,7397.0,True,2309.0,True,-52.0,DD:2D:87:53:9E:28,732.0,True,3189.0,4914.0,5053.0,388.0,True,607.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,615.0
101010848,SJAMESON,KMANE,2021-08-06T10:15:12.7412808+10:00,2021-08-06T10:15:27.0169540+10:00,682051906,2,True,14275,True,D2:5D:C5:84:03:6D,1824,True,0.0,True,0.0,3120.0,2994.0,5865.0,4873.0,5740.0,3195.0,10862.0,2037.0,71.0,8006.0,8526.0,53.0,True,7503.0,True,2370.0,True,-55.0,D2:5D:C5:84:03:6D,884.0,True,3300.0,4944.0,5044.0,407.0,True,617.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,611.0
101010850,SJAMESON,KMANE,2021-08-06T10:25:33.1672368+10:00,2021-08-06T10:25:47.6638568+10:00,682449290,4,True,14496,True,EB:B7:AC:78:4B:C9,1911,True,0.0,True,0.0,3113.0,2973.0,5838.0,4846.0,4260.0,3179.0,9355.0,1983.0,4.0,8105.0,8690.0,6.0,True,7615.0,True,2332.0,True,-52.0,EB:B7:AC:78:4B:C9,1190.0,True,3219.0,4881.0,4982.0,201.0,True,617.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,614.0
101010851,SJAMESON,KMANE,2021-08-06T10:09:07.1447880+10:00,2021-08-06T10:09:21.4793861+10:00,682581923,3,True,14334,True,EA:C9:A7:83:E5:A8,1972,True,0.0,True,0.0,3120.0,2964.0,5886.0,4723.0,9978.0,3131.0,9289.0,2015.0,126.0,7795.0,7587.0,14.0,True,7493.0,True,2305.0,True,-53.0,EA:C9:A7:83:E5:A8,940.0,True,3173.0,4823.0,5023.0,382.0,True,607.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,612.0
101010852,SJAMESON,KMANE,2021-08-06T10:05:50.3908022+10:00,2021-08-06T10:06:05.1660884+10:00,682630989,1,True,14775,True,D4:0C:AE:DF:4A:67,1937,True,0.0,True,0.0,3091.0,2888.0,5806.0,4583.0,8646.0,3206.0,8300.0,1989.0,31.0,7129.0,6820.0,10.0,True,7471.0,True,2404.0,True,-53.0,D4:0C:AE:DF:4A:67,1416.0,True,3250.0,5067.0,5453.0,277.0,True,612.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,643.0
101010854,SJAMESON,KMANE,2021-08-06T10:12:49.2670335+10:00,2021-08-06T10:13:04.4382470+10:00,682581923,3,True,15171,True,F1:7B:E8:CC:B7:AF,1793,True,0.0,True,0.0,3110.0,2960.0,5892.0,4798.0,8033.0,3200.0,9363.0,2021.0,204.0,6812.0,6984.0,57.0,True,7382.0,True,2419.0,True,-52.0,F1:7B:E8:CC:B7:AF,1953.0,True,3196.0,4846.0,4950.0,302.0,True,613.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,643.0
101010855,SJAMESON,KMANE,2021-08-06T10:10:06.8431060+10:00,2021-08-06T10:10:21.3868154+10:00,682581923,3,True,14543,True,F6:CA:02:6B:4F:F5,1721,True,0.0,True,0.0,3099.0,2918.0,5822.0,4680.0,4017.0,3168.0,7483.0,1994.0,1.0,7072.0,6395.0,6.0,True,7506.0,True,2311.0,True,-52.0,F6:CA:02:6B:4F:F5,1459.0,True,3133.0,4825.0,5222.0,312.0,True,610.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,613.0
101010856,SJAMESON,KMANE,2021-08-06T10:12:27.2484604+10:00,2021-08-06T10:12:41.5447374+10:00,682051906,2,True,14296,True,C3:24:7D:2C:0B:88,1900,True,0.0,True,0.0,3109.0,2941.0,5886.0,4723.0,5701.0,3222.0,10442.0,2123.0,651.0,7123.0,6868.0,6.0,True,7548.0,True,2408.0,True,-52.0,C3:24:7D:2C:0B:88,726.0,True,3908.0,4411.0,4597.0,439.0,True,613.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,644.0
101010857,SJAMESON,KMANE,2021-08-06T10:04:21.1592497+10:00,2021-08-06T10:04:35.1582843+10:00,682051906,2,True,13999,True,F7:F7:CC:10:90:7F,1832,True,0.0,True,0.0,3136.0,2997.0,5902.0,4857.0,9106.0,3195.0,9539.0,2053.0,223.0,6333.0,6640.0,25.0,True,7480.0,True,2305.0,True,-54.0,F7:F7:CC:10:90:7F,712.0,True,3260.0,4938.0,5331.0,413.0,True,608.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,612.0
101010860,SJAMESON,KMANE,2021-08-06T10:05:01.7820232+10:00,2021-08-06T10:05:16.1368907+10:00,682581923,3,True,14354,True,D1:35:FC:3D:6A:29,2041,True,0.0,True,0.0,3122.0,2960.0,5902.0,4814.0,7286.0,3232.0,10598.0,2117.0,843.0,6499.0,6590.0,7.0,True,7385.0,True,2398.0,True,-52.0,D1:35:FC:3D:6A:29,887.0,True,3203.0,4814.0,4980.0,359.0,True,626.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,644.0
101010861,SJAMESON,KMANE,2021-08-06T10:15:38.3288432+10:00,2021-08-06T10:15:52.4490041+10:00,682449290,4,True,14120,True,C8:4A:04:A9:E1:E3,1674,True,0.0,True,0.0,3161.0,3033.0,6010.0,4953.0,9804.0,3259.0,8797.0,2133.0,979.0,7036.0,6970.0,53.0,True,7507.0,True,2413.0,True,-52.0,C8:4A:04:A9:E1:E3,757.0,True,3357.0,4955.0,5018.0,456.0,True,610.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,643.0
101010862,SJAMESON,KMANE,2021-08-06T10:13:19.3299256+10:00,2021-08-06T10:13:34.5215683+10:00,682581923,3,True,15191,True,CF:14:42:8B:F6:8C,1933,True,0.0,True,0.0,3099.0,2937.0,5870.0,4771.0,10629.0,3163.0,9278.0,2005.0,216.0,8482.0,8024.0,42.0,True,7530.0,True,2403.0,True,-52.0,CF:14:42:8B:F6:8C,1557.0,True,3208.0,4783.0,4972.0,137.0,True,636.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,945.0
101010864,SJAMESON,KMANE,2021-08-06T10:04:08.0316809+10:00,2021-08-06T10:04:21.5627388+10:00,682581923,3,True,13531,True,E9:B8:8A:AA:79:B9,1866,True,0.0,True,0.0,3083.0,2867.0,5784.0,4648.0,10136.0,3163.0,10772.0,2042.0,160.0,6804.0,7043.0,15.0,True,7612.0,True,1849.0,True,-53.0,E9:B8:8A:AA:79:B9,768.0,True,3250.0,4903.0,5030.0,142.0,True,626.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,645.0
101010865,SJAMESON,KMANE,2021-08-06T10:16:07.5928012+10:00,2021-08-06T10:16:23.4943083+10:00,682051906,2,True,15900,True,ED:04:C3:75:17:73,2089,True,0.0,True,0.0,3100.0,2939.0,5897.0,4809.0,6344.0,3189.0,9170.0,2069.0,418.0,6965.0,7153.0,51.0,True,8827.0,True,2416.0,True,-53.0,ED:04:C3:75:17:73,883.0,True,3298.0,4919.0,5402.0,367.0,True,618.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,642.0
101010866,SJAMESON,KMANE,2021-08-06T10:04:43.7347225+10:00,2021-08-06T10:04:58.6048426+10:00,682581923,3,True,14870,True,E3:36:38:93:BE:20,2010,True,0.0,True,0.0,3128.0,2960.0,5913.0,4814.0,5055.0,3238.0,10181.0,2031.0,463.0,6529.0,7114.0,6.0,True,7483.0,True,2481.0,True,-53.0,E3:36:38:93:BE:20,1209.0,True,3176.0,4774.0,4927.0,415.0,True,616.0,True,CovidHomeAg,4.0,N/A ,21192-474,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,642.0
