Serial,Team Lead,Operator,Start,Finish,Host Serial,Index,Passed,Time,Firmware Test,MAC,Time.1,Serial Test,Time.2,Self-Test Test,Result,Unloaded3V3,Loaded3V3,Unloaded6V,Loaded6V,T1Freq,T1Cur,T2Freq,T2Cur,TDFreq,C1Freq,C2Freq,Time.3,Program Test,Time.4,Batch Test,Time.5,Bluetooth Test,RSSI,MAC.1,Time.6,LED Test,CurrentBase,CurrentG,CurrentR,Time.7,Button Test,Time.8,Metadata Test,Test Type,Version,Component,Batch,Sponsorship,Expiry,Firmware,Description,Time.9
16780921,Sakal Mon,KMANE,2021-08-06T11:50:04.2838263+10:00,2021-08-06T11:50:08.6960301+10:00,682630989,1,True,4412,True,F9:17:20:9E:6F:FE,2022,True,54.0,True,6.0,3055.0,2917.0,5784.0,4776.0,5423.0,3238.0,12230.0,2112.0,733.0,7020.0,7489.0,16.0,True,17.0,True,189.0,True,-52.0,F9:17:20:9E:6F:FE,673.0,True,3335.0,4932.0,5115.0,175.0,True,613.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,643.0
16780922,Sakal Mon,KMANE,2021-08-06T11:50:54.4859809+10:00,2021-08-06T11:50:58.7833221+10:00,682581923,3,True,4297,True,C7:1C:A9:12:A1:CB,336,True,252.0,True,2.0,3002.0,2812.0,5656.0,4503.0,5086.0,3173.0,10852.0,2037.0,81.0,6629.0,6954.0,1368.0,True,76.0,True,68.0,True,-53.0,D4:41:01:60:C1:D9,807.0,True,3169.0,4802.0,4959.0,149.0,True,617.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,613.0
16780924,Sakal Mon,KMANE,2021-08-06T11:52:32.7487433+10:00,2021-08-06T11:52:37.3054794+10:00,682581923,3,True,4556,True,F5:41:8E:D9:83:BE,371,True,132.0,True,2.0,3022.0,2873.0,5752.0,4637.0,8334.0,3211.0,12823.0,2074.0,559.0,7616.0,8140.0,1368.0,True,76.0,True,53.0,True,-53.0,FA:27:7F:76:41:DA,1176.0,True,3316.0,4823.0,4985.0,141.0,True,615.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,614.0
16780925,Sakal Mon,KMANE,2021-08-06T11:52:42.6110044+10:00,2021-08-06T11:52:47.3878287+10:00,682449290,4,True,4776,True,F5:41:8E:D9:83:BE,1884,True,46.0,True,6.0,2974.0,2808.0,5538.0,4476.0,10363.0,3173.0,7010.0,1967.0,23.0,8137.0,7453.0,122.0,True,16.0,True,53.0,True,-53.0,F5:41:8E:D9:83:BE,1277.0,True,3173.0,4943.0,5119.0,152.0,True,609.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,611.0
16780926,Sakal Mon,KMANE,2021-08-06T11:53:02.9024113+10:00,2021-08-06T11:53:07.5465175+10:00,682630989,1,True,4644,True,C7:1C:A9:12:A1:CB,2114,True,51.0,True,6.0,2992.0,2840.0,5650.0,4600.0,5187.0,3259.0,9855.0,2101.0,702.0,6512.0,7457.0,16.0,True,18.0,True,67.0,True,-52.0,C7:1C:A9:12:A1:CB,950.0,True,3330.0,4962.0,5146.0,152.0,True,619.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,644.0
16780927,Sakal Mon,KMANE,2021-08-06T11:54:37.5365781+10:00,2021-08-06T11:54:51.9913610+10:00,682630989,1,True,14454,True,D0:58:F5:FD:7B:0E,2089,True,17.0,True,2.0,3040.0,2898.0,5736.0,4658.0,8650.0,3195.0,10571.0,2053.0,440.0,6943.0,7547.0,6.0,True,7463.0,True,2362.0,True,-53.0,D0:58:F5:FD:7B:0E,824.0,True,3412.0,4989.0,5143.0,426.0,True,612.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,644.0
16780928,Sakal Mon,KMANE,2021-08-06T11:59:58.2332455+10:00,2021-08-06T12:00:13.2857949+10:00,682630989,1,True,15052,True,E6:C3:A2:6C:1D:EE,1954,True,11.0,True,2.0,3077.0,2974.0,5833.0,4862.0,8649.0,3152.0,10897.0,2026.0,393.0,7353.0,6961.0,15.0,True,7934.0,True,2337.0,True,-53.0,E6:C3:A2:6C:1D:EE,828.0,True,3310.0,5066.0,5277.0,463.0,True,612.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,887.0
33863029,Sakal Mon,KMANE,2021-08-06T11:34:11.5610516+10:00,2021-08-06T11:34:26.2045729+10:00,682581923,3,True,14643,True,FB:8E:94:63:7A:BB,1992,True,0.0,True,2.0,3042.0,2895.0,5758.0,4680.0,9485.0,3173.0,13552.0,1967.0,248.0,7066.0,7491.0,45.0,True,7778.0,True,2324.0,True,-53.0,FB:8E:94:63:7A:BB,838.0,True,3675.0,4832.0,5064.0,439.0,True,607.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,611.0
33863066,Sakal Mon,KMANE,2021-08-06T11:26:50.4032210+10:00,2021-08-06T11:27:04.6947080+10:00,682630989,1,True,14291,True,F1:0E:28:38:C2:5C,1896,True,0.0,True,0.0,3110.0,2965.0,5908.0,4835.0,4424.0,3216.0,8569.0,1989.0,179.0,7139.0,7237.0,15.0,True,7439.0,True,2409.0,True,-52.0,F1:0E:28:38:C2:5C,1029.0,True,3271.0,5171.0,5389.0,219.0,True,631.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,643.0
33863174,Sakal Mon,KMANE,2021-08-06T11:45:34.3506369+10:00,2021-08-06T11:45:48.6986772+10:00,682630989,1,True,14348,True,EE:E4:D5:CA:C9:68,1994,True,0.0,True,0.0,3118.0,2975.0,5902.0,4873.0,8402.0,3168.0,5935.0,2058.0,412.0,7496.0,7540.0,49.0,True,7461.0,True,2280.0,True,-53.0,EE:E4:D5:CA:C9:68,1105.0,True,3328.0,5068.0,5230.0,226.0,True,610.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,617.0
33863177,Sakal Mon,KMANE,2021-08-06T11:23:03.3319090+10:00,2021-08-06T11:23:18.0306247+10:00,682449290,4,True,14698,True,F9:83:AF:36:CB:4F,2205,True,0.0,True,2.0,3044.0,2898.0,5741.0,4691.0,8637.0,3243.0,14762.0,2090.0,567.0,7111.0,6589.0,53.0,True,7494.0,True,2408.0,True,-52.0,F9:83:AF:36:CB:4F,882.0,True,3250.0,4858.0,4982.0,378.0,True,624.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,644.0
33863180,Sakal Mon,KMANE,2021-08-06T11:54:07.8964340+10:00,2021-08-06T11:54:22.5841963+10:00,682581923,3,True,14687,True,C4:BC:84:D4:11:BF,1906,True,0.0,True,258.0,3005.0,2817.0,5731.0,4514.0,15070.0,3222.0,14364.0,2112.0,1030.0,6948.0,7137.0,13.0,True,7438.0,True,2386.0,True,-53.0,C4:BC:84:D4:11:BF,1287.0,True,3189.0,4782.0,4889.0,418.0,True,618.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,613.0
33863181,Sakal Mon,KMANE,2021-08-06T11:48:06.0257717+10:00,2021-08-06T11:48:20.4611234+10:00,682630989,1,True,14435,True,D4:8C:52:C7:2E:05,1931,True,0.0,True,2.0,3078.0,2950.0,5811.0,4766.0,12599.0,3173.0,10015.0,2026.0,52.0,6448.0,6719.0,54.0,True,7579.0,True,2308.0,True,-53.0,D4:8C:52:C7:2E:05,855.0,True,3255.0,4918.0,5089.0,480.0,True,607.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,613.0
33863184,Sakal Mon,KMANE,2021-08-06T11:56:35.5407470+10:00,2021-08-06T11:56:50.1556286+10:00,682051906,2,True,14614,True,FE:C3:A7:8D:24:67,1946,True,0.0,True,0.0,3142.0,3034.0,5892.0,4900.0,9251.0,3104.0,6044.0,1978.0,1.0,7461.0,7837.0,52.0,True,7610.0,True,2412.0,True,-51.0,FE:C3:A7:8D:24:67,1132.0,True,3337.0,4904.0,5025.0,198.0,True,614.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,642.0
33863185,Sakal Mon,KMANE,2021-08-06T11:54:31.0809525+10:00,2021-08-06T11:54:45.4875400+10:00,682449290,4,True,14406,True,F6:D2:3A:83:CB:18,2020,True,0.0,True,258.0,3055.0,2942.0,5747.0,4744.0,15997.0,3173.0,13845.0,1994.0,28.0,7248.0,7434.0,51.0,True,7396.0,True,2432.0,True,-53.0,F6:D2:3A:83:CB:18,961.0,True,3846.0,4873.0,4998.0,284.0,True,613.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,643.0
33863187,Sakal Mon,KMANE,2021-08-06T11:25:36.4642386+10:00,2021-08-06T11:25:50.9402991+10:00,682051906,2,True,14476,True,DD:2C:AD:BE:89:F8,1937,True,0.0,True,2.0,3087.0,2991.0,5859.0,4894.0,14592.0,3168.0,14489.0,2080.0,454.0,7161.0,7350.0,53.0,True,7475.0,True,2332.0,True,-51.0,DD:2C:AD:BE:89:F8,740.0,True,3316.0,4985.0,5139.0,436.0,True,607.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,888.0
33863190,Sakal Mon,KMANE,2021-08-06T11:46:49.8483314+10:00,2021-08-06T11:47:04.3331316+10:00,682630989,1,True,14484,True,D8:A0:3A:FA:2A:69,2009,True,0.0,True,2.0,3070.0,2951.0,5779.0,4835.0,13915.0,3157.0,13834.0,2064.0,370.0,7724.0,7536.0,42.0,True,7503.0,True,2485.0,True,-53.0,D8:A0:3A:FA:2A:69,879.0,True,3307.0,4976.0,5143.0,298.0,True,615.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,643.0
33863202,Sakal Mon,KMANE,2021-08-06T11:47:56.1275804+10:00,2021-08-06T11:48:10.6048646+10:00,682581923,3,True,14477,True,D2:54:8F:92:0E:32,1999,True,0.0,True,2.0,3068.0,2939.0,5790.0,4819.0,14342.0,3206.0,14680.0,2112.0,507.0,7124.0,7321.0,56.0,True,7492.0,True,2478.0,True,-53.0,D2:54:8F:92:0E:32,904.0,True,3205.0,4866.0,4950.0,279.0,True,626.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,635.0
33863206,Sakal Mon,KMANE,2021-08-06T11:44:32.6141256+10:00,2021-08-06T11:44:47.3656608+10:00,682581923,3,True,14751,True,EF:E4:D2:72:D4:EF,1926,True,0.0,True,258.0,3019.0,2839.0,5731.0,4605.0,12172.0,3200.0,15306.0,2080.0,673.0,6486.0,6487.0,50.0,True,7772.0,True,2405.0,True,-51.0,EF:E4:D2:72:D4:EF,892.0,True,3166.0,4837.0,4971.0,439.0,True,625.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,634.0
33863208,Sakal Mon,KMANE,2021-08-06T11:54:01.7382176+10:00,2021-08-06T11:54:16.5568200+10:00,682630989,1,True,14818,True,C9:A1:5B:D3:D1:A6,2066,True,0.0,True,2.0,3085.0,2980.0,5827.0,4905.0,13439.0,3206.0,12481.0,2048.0,367.0,7380.0,7628.0,15.0,True,7387.0,True,2387.0,True,-53.0,C9:A1:5B:D3:D1:A6,1318.0,True,3325.0,5046.0,5269.0,368.0,True,622.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,644.0
33863211,Sakal Mon,KMANE,2021-08-06T11:42:45.7001936+10:00,2021-08-06T11:43:01.0029423+10:00,682581923,3,True,15302,True,DA:9B:63:5B:62:BF,1990,True,0.0,True,0.0,3072.0,2973.0,5790.0,4793.0,9365.0,3125.0,9451.0,2005.0,18.0,7236.0,7062.0,30.0,True,8314.0,True,2374.0,True,-52.0,DA:9B:63:5B:62:BF,1045.0,True,3144.0,4832.0,5116.0,287.0,True,611.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,642.0
33863215,Sakal Mon,KMANE,2021-08-06T11:34:58.8482308+10:00,2021-08-06T11:35:13.3324205+10:00,682630989,1,True,14483,True,E2:7B:C2:3B:AD:C4,1913,True,0.0,True,2.0,3014.0,2853.0,5704.0,4594.0,12097.0,3184.0,13299.0,2101.0,504.0,6250.0,6585.0,51.0,True,7519.0,True,2468.0,True,-53.0,E2:7B:C2:3B:AD:C4,1043.0,True,3258.0,5070.0,5236.0,224.0,True,615.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,642.0
33863222,Sakal Mon,KMANE,2021-08-06T11:55:41.2512613+10:00,2021-08-06T11:55:55.5995650+10:00,682581923,3,True,14348,True,CB:E5:CF:44:66:99,1862,True,0.0,True,2.0,3060.0,2939.0,5865.0,4862.0,9928.0,3248.0,13967.0,2117.0,848.0,6822.0,6809.0,7.0,True,7579.0,True,2328.0,True,-52.0,CB:E5:CF:44:66:99,872.0,True,3160.0,4900.0,5152.0,459.0,True,619.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,613.0
33863255,Sakal Mon,KMANE,2021-08-06T11:59:12.5660286+10:00,2021-08-06T11:59:26.8385485+10:00,682051906,2,True,14272,True,E8:7C:9E:F4:40:CE,1926,True,0.0,True,2.0,3066.0,2939.0,5795.0,4734.0,6592.0,3200.0,12688.0,2058.0,252.0,7332.0,7268.0,59.0,True,7323.0,True,2361.0,True,-51.0,E8:7C:9E:F4:40:CE,797.0,True,3292.0,4895.0,5011.0,576.0,True,611.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,612.0
33863265,Sakal Mon,KMANE,2021-08-06T11:45:39.2714279+10:00,2021-08-06T11:45:53.5439626+10:00,682051906,2,True,14272,True,FC:A1:06:CC:2B:CD,2000,True,0.0,True,2.0,3026.0,2875.0,5736.0,4632.0,7241.0,3206.0,12666.0,2064.0,515.0,7389.0,7656.0,7.0,True,7441.0,True,2315.0,True,-52.0,FC:A1:06:CC:2B:CD,827.0,True,3235.0,4941.0,5077.0,445.0,True,625.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,604.0
33863289,Sakal Mon,KMANE,2021-08-06T11:56:39.9382105+10:00,2021-08-06T11:56:54.9726008+10:00,682630989,1,True,15034,True,EF:94:9D:8B:F4:93,1961,True,0.0,True,2.0,3057.0,2926.0,5736.0,4717.0,10623.0,3200.0,12907.0,2026.0,205.0,6895.0,7217.0,57.0,True,7665.0,True,2360.0,True,-53.0,EF:94:9D:8B:F4:93,1412.0,True,3303.0,4948.0,5093.0,350.0,True,610.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,613.0
33863292,Sakal Mon,KMANE,2021-08-06T11:26:53.6728959+10:00,2021-08-06T11:27:08.0293439+10:00,682051906,2,True,14356,True,E6:6C:43:C9:20:36,1825,True,0.0,True,2.0,3009.0,2810.0,5704.0,4519.0,13071.0,3227.0,12252.0,2085.0,548.0,7159.0,7670.0,54.0,True,7415.0,True,2417.0,True,-53.0,E6:6C:43:C9:20:36,1195.0,True,3171.0,4900.0,5096.0,184.0,True,614.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,644.0
33863295,Sakal Mon,KMANE,2021-08-06T11:46:23.6465828+10:00,2021-08-06T11:46:38.0429476+10:00,682449290,4,True,14396,True,FA:48:96:58:1F:54,1882,True,0.0,True,258.0,2967.0,2709.0,5586.0,4315.0,16452.0,3168.0,14545.0,2080.0,258.0,6642.0,6729.0,5.0,True,7493.0,True,2304.0,True,-52.0,FA:48:96:58:1F:54,908.0,True,3182.0,4935.0,5041.0,562.0,True,613.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,614.0
33863298,Sakal Mon,KMANE,2021-08-06T11:59:19.1123073+10:00,2021-08-06T11:59:33.8643736+10:00,682449290,4,True,14752,True,FC:56:D7:D2:6E:1D,1800,True,0.0,True,2.0,2947.0,2670.0,5575.0,4230.0,10606.0,3206.0,12087.0,2058.0,388.0,6925.0,6664.0,54.0,True,7491.0,True,2340.0,True,-53.0,FC:56:D7:D2:6E:1D,1458.0,True,3237.0,4875.0,5002.0,373.0,True,613.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,611.0
33863307,Sakal Mon,KMANE,2021-08-06T11:25:54.7916424+10:00,2021-08-06T11:26:09.1951020+10:00,682051906,2,True,14403,True,C3:64:75:B3:C9:4D,1933,True,0.0,True,2.0,3071.0,2952.0,5784.0,4825.0,10098.0,3179.0,13117.0,2069.0,170.0,7244.0,7789.0,8.0,True,7505.0,True,2413.0,True,-52.0,C3:64:75:B3:C9:4D,865.0,True,3332.0,4944.0,5059.0,402.0,True,625.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,642.0
33863310,Sakal Mon,KMANE,2021-08-06T11:29:56.4962401+10:00,2021-08-06T11:30:11.8726429+10:00,682449290,4,True,15376,True,F9:9A:70:85:60:97,1937,True,0.0,True,2.0,3075.0,2969.0,5817.0,4878.0,9706.0,3195.0,12648.0,2021.0,298.0,7003.0,7422.0,12.0,True,7429.0,True,2401.0,True,-52.0,F9:9A:70:85:60:97,1633.0,True,3212.0,4909.0,4995.0,704.0,True,613.0,True,CovidHomeAg,4.0,N/A ,21192-475,Sponsored,2022-08-31,89.1.608,F1000227 COVID RC4,642.0
